age,experience_years,working_hours_per_day,projects_handled,overtime_hours,work_pressure_score,work_life_balance,team_size,manager_support,job_satisfaction,mental_fatigue_score,stress_level,sleep_hours,burnout_score,gender_Male,education_level_Master,education_level_PhD,job_role_HR Executive,job_role_ML Engineer,job_role_Project Manager,job_role_Software Engineer,company_type_MNC,company_type_Startup,deadline_frequency_Low,deadline_frequency_Medium,remote_work_Yes,physical_activity_Yes,health_issues_Yes
57,1,10,2,6,5,2,14,3,2,4.5,2,7.8,0.366,False,False,False,False,False,False,True,True,False,True,False,True,True,True
47,27,11,6,24,1,3,12,5,2,5.2,3,6.7,0.226,False,False,True,False,False,False,False,True,False,False,False,False,False,False
50,25,9,4,16,10,2,13,1,4,0.9,3,5.2,0.622,True,True,False,False,False,True,False,False,False,False,True,False,True,False
42,22,8,3,11,2,2,7,3,5,8.1,3,6.8,0.483,True,True,False,False,False,True,False,True,False,True,False,True,False,False
32,14,9,5,25,6,2,15,5,1,4.2,1,4.7,0.411,True,False,False,False,False,False,True,False,False,False,True,False,False,True
32,26,7,4,24,9,4,19,3,2,4.1,4,8.4,0.583,True,True,False,True,False,False,False,False,False,False,True,False,True,True
57,5,9,6,3,7,4,14,2,2,6.6,2,7.8,0.667,True,True,False,False,False,False,True,True,False,True,False,False,False,False
56,34,10,3,11,4,5,19,3,4,7.7,2,5.5,0.392,False,True,False,False,False,False,False,True,False,True,False,False,True,True
55,34,9,5,23,2,4,3,5,4,9.9,4,6.2,0.487,True,False,False,False,True,False,False,False,True,False,True,False,True,False
45,9,9,1,2,4,3,10,4,5,1.7,3,6.1,0.142,True,False,True,False,False,True,False,False,True,False,False,True,False,True
43,29,10,5,17,5,2,18,3,2,3.5,5,7.9,0.521,True,True,False,False,True,False,False,True,False,True,False,False,True,False
26,28,9,3,28,2,4,17,1,2,1.7,4,5.9,0.193,True,False,True,False,False,True,False,True,False,False,False,False,False,False
54,3,10,4,11,1,2,12,5,4,8.8,3,4.7,0.596,False,True,False,False,False,False,False,True,False,False,True,True,False,False
57,4,7,1,23,4,1,4,4,3,5.5,1,5.4,0.398,False,True,False,False,False,True,False,False,True,False,True,False,False,True
41,3,10,3,23,6,5,6,5,5,8.5,4,5.4,0.541,False,False,False,False,False,False,True,True,False,False,True,False,False,False
40,15,7,6,18,1,4,6,3,2,9.9,3,8.3,0.406,False,False,False,False,True,False,False,False,True,False,True,True,True,False
56,24,7,3,12,1,2,14,2,1,5.5,2,8.2,0.251,False,False,True,False,True,False,False,False,True,False,True,True,True,True
38,13,10,5,15,9,1,19,2,1,1.2,5,5.7,0.785,True,False,False,False,False,False,False,False,True,False,True,False,False,True
55,10,9,6,7,5,5,6,1,4,3.6,5,4.5,0.429,False,False,False,False,True,False,False,False,True,False,False,True,True,False
30,28,11,2,26,2,5,10,1,1,0.4,5,6.6,0.172,False,False,False,False,False,False,False,False,False,True,False,False,True,False
47,33,8,2,26,2,1,18,4,4,8.5,3,7.7,0.427,False,False,False,True,False,False,False,True,False,False,True,False,True,True
23,21,11,1,5,4,4,17,2,3,0.2,3,5.6,0.168,True,False,True,False,False,False,True,True,False,True,False,True,False,True
30,13,10,3,9,2,4,16,3,4,5.9,1,6.3,0.234,True,False,True,False,False,True,False,False,False,False,False,True,True,True
30,23,9,4,24,4,2,13,5,2,1.1,5,5.2,0.416,False,False,False,False,False,True,False,True,False,False,True,False,False,True
38,25,7,1,9,6,3,15,5,1,0.1,2,5.8,0.091,True,False,False,False,False,True,False,False,True,False,True,False,False,True
22,15,6,6,28,7,2,10,2,2,2.6,5,7.5,0.473,True,True,False,True,False,False,False,False,False,True,False,False,True,True
46,31,8,1,5,6,2,11,2,1,5.5,4,6.2,0.648,False,True,False,False,False,False,True,False,True,True,False,True,False,False
46,5,11,5,7,4,2,4,5,1,0.8,4,6.3,0.342,True,False,True,False,True,False,False,False,False,True,False,True,True,False
56,33,9,6,17,10,1,4,4,4,6.1,2,7.7,0.73,True,True,False,False,True,False,False,False,True,False,True,False,False,False
24,7,8,4,16,3,5,10,5,5,6.7,3,7.6,0.11,True,False,False,False,False,False,True,True,False,True,False,False,False,True
58,29,6,3,25,4,5,9,1,1,9.7,5,5.2,0.724,False,True,False,False,False,False,True,True,False,True,False,False,True,False
51,26,6,6,9,5,3,13,3,1,9.0,4,6.2,0.68,False,False,True,False,False,True,False,True,False,False,False,False,True,True
59,6,6,3,1,4,4,3,2,5,5.7,2,7.9,0.126,False,True,False,False,True,False,False,False,False,False,True,False,True,False
55,26,11,3,11,3,2,18,2,2,7.9,1,6.3,0.617,True,True,False,False,False,False,True,True,False,False,True,False,False,False
33,24,10,1,19,1,1,18,4,1,3.6,4,7.1,0.321,False,False,False,False,True,False,False,False,False,False,True,False,False,True
40,14,8,5,9,3,1,12,1,4,5.9,4,5.7,0.62,True,True,False,False,False,False,True,False,True,True,False,False,True,False
58,24,10,1,8,5,2,19,5,5,4.0,5,4.7,0.465,True,True,False,False,False,False,False,True,False,False,False,False,True,False
38,21,6,2,15,6,1,12,1,5,3.4,3,5.2,0.481,True,False,False,False,False,True,False,False,True,True,False,True,False,False
31,17,9,2,6,4,1,8,1,1,7.3,4,6.1,0.762,False,False,False,False,False,False,True,True,False,False,True,True,False,False
33,11,6,3,8,1,2,16,4,2,3.0,4,5.9,0.258,False,False,False,True,False,False,False,False,True,True,False,False,True,True
37,22,10,5,24,10,3,17,4,2,3.8,5,8.1,0.781,False,False,False,False,False,False,True,False,False,False,True,False,False,True
45,24,6,6,24,7,1,6,5,3,3.7,3,6.7,0.307,False,False,False,False,False,False,False,True,False,True,False,True,True,False
40,9,6,3,23,9,5,4,5,3,8.7,1,7.0,0.464,True,False,False,True,False,False,False,False,False,True,False,True,True,True
29,29,10,6,5,6,5,15,3,4,1.7,1,7.3,0.064,False,True,False,True,False,False,False,False,False,False,True,True,True,True
52,9,10,3,29,6,5,14,1,1,3.8,1,6.6,0.351,True,False,False,False,False,False,True,False,True,True,False,True,True,True
42,33,9,1,26,9,2,15,5,2,8.9,1,7.6,0.838,False,False,False,False,False,False,False,True,False,False,True,False,True,False
38,12,10,3,9,4,5,17,4,3,0.2,3,7.6,0.02,False,False,True,True,False,False,False,False,False,True,False,False,False,False
44,28,9,3,6,5,4,4,3,1,9.5,1,5.9,0.721,False,True,False,False,False,True,False,False,True,True,False,True,False,True
58,8,7,5,17,5,1,10,3,1,9.0,5,4.8,1.0,True,True,False,False,False,True,False,False,True,True,False,False,False,False
37,12,7,5,10,5,3,5,4,2,4.2,5,8.4,0.31,True,False,False,False,True,False,False,False,True,False,True,False,False,False
27,13,10,6,0,8,5,3,5,1,6.5,5,7.1,0.738,True,True,False,False,True,False,False,True,False,True,False,False,True,True
29,8,6,5,28,1,2,13,4,5,9.9,1,7.3,0.254,True,False,False,False,False,False,False,True,False,True,False,True,True,False
46,7,8,3,20,10,3,11,5,3,5.5,5,7.5,0.617,True,True,False,True,False,False,False,False,True,False,False,True,False,True
39,2,6,5,23,10,2,19,4,4,1.0,5,7.0,0.363,False,False,False,False,False,True,False,True,False,False,False,False,False,True
46,32,10,5,18,3,3,9,4,3,8.5,2,6.4,0.538,True,True,False,False,False,True,False,False,True,False,True,True,True,False
33,31,9,4,22,8,3,6,2,1,1.3,1,8.4,0.224,True,False,False,False,False,False,False,True,False,False,True,True,False,False
36,6,6,4,4,9,1,15,5,5,2.6,5,7.4,0.413,True,True,False,True,False,False,False,True,False,False,True,True,True,False
47,18,7,2,27,2,3,7,1,3,8.7,3,7.9,0.431,True,True,False,False,False,False,False,False,True,False,True,False,False,False
47,33,11,1,25,4,4,14,2,2,2.6,5,6.3,0.366,False,False,False,False,False,False,True,False,True,True,False,False,False,False
53,13,10,1,28,8,4,7,2,5,7.5,2,8.1,0.612,True,False,False,False,False,True,False,True,False,True,False,False,True,True
31,18,6,5,23,5,4,13,2,3,4.5,3,7.4,0.343,False,True,False,False,False,False,False,False,True,False,True,True,False,True
37,25,11,2,5,1,2,4,2,1,7.6,3,7.5,0.58,False,False,True,False,False,False,False,False,True,False,True,True,False,True
28,16,6,2,21,6,1,6,1,2,2.3,4,4.8,0.496,False,True,False,False,False,False,True,False,True,False,False,False,True,True
38,27,9,6,6,9,2,12,2,1,4.2,2,7.0,0.692,True,False,False,False,True,False,False,False,True,False,True,True,True,False
44,18,9,4,22,9,5,9,1,1,3.2,2,5.8,0.585,False,False,False,False,False,True,False,True,False,False,False,True,False,False
47,26,9,2,3,1,4,14,1,2,2.5,5,7.2,0.144,True,False,True,False,False,False,False,False,False,False,True,True,True,False
42,18,11,3,25,4,1,10,2,5,3.1,2,6.8,0.381,True,True,False,False,False,True,False,True,False,False,True,True,True,False
43,32,8,6,15,1,4,18,3,3,3.2,3,4.9,0.11,True,True,False,False,True,False,False,False,True,True,False,False,False,True
28,6,11,5,27,7,1,4,1,5,9.6,3,6.6,0.872,True,False,True,False,False,False,False,False,True,False,True,False,True,False
35,28,10,3,9,3,2,5,2,2,5.3,5,6.3,0.595,True,False,True,False,False,False,True,True,False,False,False,True,True,False
36,4,10,1,25,2,2,19,4,3,4.6,3,7.6,0.282,False,True,False,False,False,True,False,False,True,True,False,False,True,False
28,29,7,4,14,8,4,17,4,2,5.0,5,6.5,0.545,False,False,False,False,False,False,True,True,False,False,False,False,False,False
30,7,7,3,12,9,3,12,5,4,10.0,4,6.4,0.829,True,False,False,False,True,False,False,False,False,False,True,False,False,True
29,11,10,5,7,7,1,4,1,4,6.5,2,7.4,0.705,False,True,False,False,True,False,False,False,True,True,False,True,True,False
44,12,6,3,21,6,5,19,1,5,7.0,2,7.2,0.251,True,False,False,False,False,True,False,False,False,False,False,False,False,True
50,25,10,3,26,10,3,18,4,2,3.1,2,8.5,0.586,False,False,False,False,True,False,False,False,False,False,True,True,False,False
39,17,8,2,12,6,2,9,1,3,4.7,4,5.9,0.52,False,False,False,True,False,False,False,False,True,False,False,False,True,True
52,19,7,4,23,9,1,18,1,5,1.8,2,7.3,0.324,False,False,False,False,False,True,False,False,True,False,True,False,False,True
51,15,7,1,6,5,3,3,4,4,6.9,4,5.2,0.563,False,True,False,True,False,False,False,True,False,False,False,False,False,False
56,2,11,5,16,5,5,6,2,4,3.4,4,7.7,0.353,False,True,False,False,True,False,False,True,False,False,True,False,True,False
39,26,7,6,3,2,3,15,4,4,7.5,5,7.6,0.344,True,False,False,False,False,True,False,False,True,False,False,True,True,True
38,14,10,6,6,6,5,12,3,5,2.1,1,7.4,0.132,True,False,False,True,False,False,False,True,False,True,False,False,False,False
35,33,7,5,15,6,2,13,4,3,4.0,1,5.0,0.282,False,False,True,False,True,False,False,False,False,False,True,False,True,True
52,21,7,1,24,6,1,17,4,4,4.7,5,8.5,0.488,True,False,False,False,False,False,False,False,False,False,True,False,False,True
45,22,11,5,1,4,2,13,2,5,1.7,5,8.3,0.215,False,True,False,False,False,False,False,False,True,False,False,False,True,True
56,3,10,2,20,7,1,5,4,5,0.7,5,6.0,0.422,True,False,True,False,False,False,True,True,False,False,True,False,False,False
55,22,6,6,24,9,3,4,4,1,3.2,2,6.8,0.422,False,False,False,False,False,False,False,False,True,True,False,True,True,True
24,8,7,6,24,1,2,13,2,1,5.4,3,8.1,0.313,False,True,False,True,False,False,False,False,False,False,False,True,True,False
58,23,7,3,21,3,1,12,4,3,6.5,5,6.5,0.489,False,False,True,False,False,False,False,False,True,False,False,True,True,True
47,20,7,2,22,10,5,5,2,4,4.3,4,6.9,0.421,True,False,False,False,False,True,False,False,True,False,False,True,False,False
44,15,8,6,24,9,1,7,3,1,5.0,1,6.9,0.772,True,True,False,False,False,True,False,False,True,True,False,False,False,True
36,24,10,2,13,5,2,17,2,3,5.4,2,7.1,0.509,False,False,False,False,False,True,False,False,True,True,False,True,False,False
25,25,7,2,13,6,2,6,1,1,5.1,3,6.8,0.534,False,False,False,False,False,False,False,False,False,False,True,True,True,True
50,8,8,1,25,8,3,19,1,4,0.9,1,6.1,0.208,True,True,False,False,False,False,False,False,True,False,False,False,False,False
43,14,6,6,7,9,5,3,2,5,4.1,1,6.7,0.263,True,False,True,False,False,False,True,False,True,True,False,True,True,True
46,32,6,4,29,8,1,3,4,4,2.0,1,8.0,0.232,True,True,False,False,True,False,False,True,False,False,True,True,True,False
34,0,11,1,25,3,2,14,5,1,5.3,4,8.0,0.462,True,False,False,False,False,False,True,False,True,True,False,False,True,False
39,4,11,1,5,10,1,12,5,4,7.6,4,7.6,1.0,True,False,False,True,False,False,False,True,False,True,False,True,True,True
54,8,11,2,21,1,4,11,3,5,5.8,4,6.2,0.269,False,True,False,False,False,True,False,False,True,True,False,True,False,False
37,5,8,4,6,5,5,11,3,2,2.2,3,7.6,0.092,True,False,False,False,False,False,False,True,False,False,True,True,False,False
23,27,6,1,6,7,5,16,5,5,2.1,1,6.1,0.0,False,True,False,False,True,False,False,False,True,True,False,True,False,True
56,25,11,4,1,2,4,12,5,1,0.4,5,7.2,0.086,False,True,False,False,True,False,False,True,False,True,False,False,True,False
55,27,9,6,24,1,5,5,2,5,4.3,3,6.8,0.053,True,True,False,False,False,False,False,False,True,True,False,True,False,False
51,14,11,2,3,4,4,19,5,3,4.3,4,5.7,0.368,True,True,False,False,False,False,True,False,True,False,False,False,False,False
34,5,6,1,12,3,1,5,1,4,2.4,4,6.3,0.185,False,False,False,False,True,False,False,True,False,True,False,False,False,False
34,26,9,4,28,4,4,14,3,2,7.6,4,7.8,0.507,True,False,False,False,False,False,True,False,True,False,False,False,True,True
39,3,8,5,9,1,3,17,3,2,3.9,2,8.2,0.111,False,False,False,False,False,False,False,False,True,True,False,False,False,False
53,10,9,1,8,2,4,7,1,4,6.7,1,5.3,0.19,True,True,False,False,False,False,True,False,True,False,False,True,True,False
53,20,6,1,14,1,1,17,3,4,6.4,5,6.3,0.408,True,True,False,False,False,True,False,False,True,True,False,True,True,True
56,29,7,1,11,3,5,18,5,3,6.0,1,6.2,0.015,True,True,False,False,False,False,False,False,False,False,False,True,False,True
50,17,9,4,26,4,3,11,3,5,9.1,3,6.5,0.64,False,True,False,False,False,False,False,False,True,False,False,False,True,False
50,34,6,3,9,1,4,10,1,2,0.2,2,8.4,0.0,True,False,True,False,True,False,False,False,False,False,False,False,True,False
37,2,11,6,18,6,1,13,3,1,0.7,3,6.6,0.472,False,False,False,False,True,False,False,False,False,True,False,False,True,True
31,11,7,1,20,2,3,11,5,4,7.2,4,7.8,0.343,True,False,False,False,True,False,False,False,True,False,True,True,True,False
51,26,8,5,4,10,3,18,2,4,3.5,4,7.2,0.527,False,False,False,False,False,True,False,True,False,False,False,True,False,True
46,29,8,5,6,5,3,16,5,2,9.9,5,4.9,0.76,True,True,False,False,False,True,False,True,False,False,False,True,False,False
41,20,10,2,27,8,4,17,3,4,2.2,1,7.3,0.14,False,False,False,True,False,False,False,False,True,False,False,True,True,True
26,20,8,3,19,4,1,16,4,2,1.8,3,7.1,0.152,False,True,False,False,False,False,False,False,False,False,False,True,False,True
22,14,10,3,10,5,1,12,3,1,5.9,4,7.5,0.726,False,True,False,False,True,False,False,True,False,False,False,True,True,True
51,17,8,4,15,9,1,15,3,1,2.8,5,4.8,0.746,False,False,True,False,False,False,False,False,True,False,True,False,True,False
24,28,8,2,12,2,2,3,1,2,3.4,5,5.5,0.595,False,False,True,False,False,False,True,False,True,True,False,False,True,True
35,20,8,4,27,2,5,11,4,4,9.2,3,7.6,0.257,False,False,False,False,False,True,False,False,False,False,True,True,False,False
51,16,10,2,3,6,1,19,1,3,0.3,1,6.0,0.282,True,False,False,True,False,False,False,True,False,True,False,False,True,True
25,17,11,6,15,6,2,19,1,3,5.3,2,8.1,0.551,False,True,False,False,False,False,True,False,True,False,True,True,True,False
39,11,10,3,12,3,2,12,5,5,3.3,5,6.6,0.311,False,False,False,False,False,False,False,True,False,True,False,False,False,False
58,10,9,6,28,9,3,15,2,3,3.5,3,4.5,0.693,False,False,False,False,False,True,False,False,True,False,False,True,False,False
46,19,6,4,0,1,5,15,3,4,2.5,4,7.3,0.0,True,True,False,False,True,False,False,False,True,True,False,True,True,False
22,8,6,2,21,3,3,15,4,3,1.3,2,6.6,0.0,True,False,False,False,False,False,True,False,True,True,False,True,False,False
36,0,11,3,3,8,5,12,3,5,0.3,2,5.8,0.267,True,True,False,False,False,True,False,False,False,False,False,False,True,False
30,2,6,3,26,8,3,9,1,1,9.9,1,4.6,0.883,False,True,False,False,False,False,False,False,False,False,False,True,True,True
36,20,8,1,14,4,4,9,2,2,6.6,3,5.3,0.528,True,False,False,False,False,False,False,False,False,True,False,False,True,False
45,22,11,4,25,8,5,11,1,3,7.8,1,5.1,0.779,True,False,False,False,False,False,True,True,False,True,False,True,True,False
25,8,6,1,25,10,2,18,3,2,0.7,5,6.8,0.484,False,False,False,False,False,False,True,False,False,False,False,False,True,True
33,18,10,3,20,8,2,17,5,2,0.1,5,7.6,0.424,False,True,False,False,False,False,True,False,False,False,True,False,False,True
58,18,9,4,29,1,5,5,3,1,6.0,3,5.4,0.276,True,False,False,True,False,False,False,True,False,False,False,True,False,False
58,22,7,4,26,3,3,15,1,5,7.2,4,7.3,0.303,False,False,True,False,True,False,False,True,False,True,False,True,True,True
27,26,9,6,24,1,4,13,4,4,3.9,5,8.1,0.164,False,False,False,False,False,True,False,True,False,True,False,True,True,True
45,26,6,5,15,2,4,10,4,4,3.9,5,7.0,0.053,False,False,False,False,False,False,False,True,False,True,False,False,False,True
32,11,11,2,3,4,1,8,4,4,3.8,4,7.6,0.384,False,False,False,False,False,False,False,False,False,False,False,True,True,False
34,26,6,5,16,3,5,12,4,5,1.5,2,5.3,0.0,True,False,False,False,True,False,False,False,False,False,False,True,True,True
55,33,10,5,10,6,4,19,4,5,7.5,3,4.8,0.667,False,False,False,False,False,False,True,True,False,False,True,False,True,False
46,32,9,3,24,5,3,11,2,5,2.2,2,6.0,0.241,True,True,False,False,False,False,True,False,False,True,False,False,False,True
28,27,10,6,4,5,3,16,2,3,3.2,1,7.3,0.327,True,True,False,False,False,False,False,False,True,True,False,False,True,False
25,30,10,2,25,10,2,15,5,2,6.7,4,7.2,0.825,True,False,False,False,True,False,False,False,False,False,False,True,True,True
29,31,7,5,12,7,4,3,4,5,0.0,3,8.3,0.0,True,False,False,False,False,False,False,False,True,True,False,True,True,False
41,19,10,5,11,7,4,11,1,5,7.7,4,7.0,0.67,False,True,False,False,False,False,True,True,False,False,True,True,True,False
50,34,10,4,28,9,3,19,1,3,9.0,4,6.1,1.0,False,True,False,False,False,True,False,True,False,False,False,True,True,True
31,30,7,3,26,8,2,17,3,2,0.5,2,7.7,0.266,False,False,False,False,False,False,True,False,False,True,False,False,False,True
55,30,8,5,22,3,4,7,4,4,5.9,2,5.1,0.245,True,True,False,False,False,True,False,True,False,False,False,False,False,False
47,21,8,2,2,2,3,6,1,1,4.1,1,7.8,0.267,True,False,False,True,False,False,False,False,False,False,False,False,False,False
24,8,11,1,3,1,2,6,5,5,0.8,3,6.0,0.005,True,True,False,False,True,False,False,False,False,False,True,True,False,True
27,8,7,1,27,10,2,17,1,5,6.8,4,5.1,0.909,False,False,False,True,False,False,False,False,False,False,False,False,False,True
26,14,11,3,9,6,3,7,5,1,6.1,1,5.1,0.5,True,False,False,False,False,False,True,False,False,True,False,True,True,True
26,12,11,1,8,4,2,19,4,5,6.4,4,8.4,0.501,False,False,True,False,True,False,False,False,True,False,True,False,False,True
44,21,10,4,9,3,2,9,3,5,8.1,1,7.0,0.545,False,False,False,False,False,False,True,False,True,False,False,False,True,True
30,15,11,4,12,2,1,8,3,5,2.9,4,5.2,0.383,False,True,False,False,True,False,False,True,False,True,False,True,False,True
56,31,6,2,0,2,2,17,2,1,6.8,2,5.6,0.422,False,False,False,False,True,False,False,False,True,False,False,False,False,True
41,1,9,6,11,4,4,16,4,3,7.4,5,6.0,0.589,True,True,False,False,False,False,True,True,False,False,False,False,True,True
56,25,6,3,10,1,2,12,1,3,1.7,1,4.7,0.01,False,False,True,False,False,False,True,True,False,False,True,True,True,False
39,13,6,3,20,6,4,8,3,1,9.6,1,4.9,0.575,True,False,False,False,True,False,False,False,False,False,True,False,True,True
38,33,10,1,7,10,3,12,5,3,3.4,5,7.5,0.654,False,True,False,False,True,False,False,False,False,False,True,True,False,False
45,7,9,5,25,5,2,11,5,4,7.1,2,7.6,0.395,True,True,False,False,False,False,True,False,False,False,True,False,True,True
24,20,11,5,22,10,3,15,1,4,7.5,1,8.5,0.751,True,True,False,False,False,False,True,False,False,True,False,False,False,True
53,27,9,6,13,9,5,16,1,1,5.0,2,4.8,0.657,False,True,False,False,False,False,False,False,False,False,False,True,False,True
56,5,11,5,13,2,2,3,4,2,1.3,4,8.1,0.236,False,False,True,False,False,False,False,False,False,False,True,True,True,True
59,19,8,6,19,9,3,3,1,5,2.8,4,5.8,0.445,False,False,False,False,False,False,False,False,True,True,False,True,True,False
34,30,7,2,22,9,5,11,1,2,2.3,5,5.8,0.504,True,False,False,True,False,False,False,True,False,False,True,False,False,True
46,32,10,3,16,10,4,7,1,5,5.2,3,5.0,0.798,False,False,True,False,True,False,False,True,False,False,False,False,False,False
30,6,11,1,21,9,4,19,3,3,2.6,2,8.4,0.463,False,True,False,False,False,True,False,False,False,False,True,True,True,False
25,7,11,2,24,10,4,18,4,3,5.5,3,8.4,0.633,True,False,False,True,False,False,False,False,True,False,False,True,True,True
35,8,9,4,18,10,4,14,1,4,2.9,3,8.0,0.365,False,True,False,False,True,False,False,False,False,False,False,True,True,False
58,1,10,4,19,4,4,7,1,2,0.0,2,4.9,0.283,True,True,False,False,False,True,False,False,True,True,False,True,False,False
55,16,11,4,23,5,1,8,5,1,3.6,3,7.9,0.484,False,False,False,False,False,False,False,False,True,False,True,False,True,False
32,16,8,6,27,8,3,13,3,5,6.1,1,7.0,0.386,True,False,False,False,False,True,False,True,False,False,True,False,False,False
24,34,6,6,20,8,5,8,1,3,7.7,4,5.0,0.714,True,True,False,False,False,False,True,True,False,False,False,True,False,False
49,29,11,3,20,1,5,12,3,5,0.3,5,5.5,0.012,False,False,False,False,False,False,True,False,True,False,True,True,True,False
50,5,9,4,16,10,2,17,4,1,2.6,2,7.3,0.55,True,True,False,False,True,False,False,True,False,False,False,False,True,False
30,3,8,6,5,1,3,9,4,5,9.9,5,7.7,0.442,False,True,False,True,False,False,False,False,True,True,False,False,True,False
24,34,10,6,13,10,1,5,2,4,2.6,4,7.9,0.69,False,False,False,False,False,False,False,False,True,False,True,False,False,False
46,8,11,5,17,6,1,18,5,1,7.8,5,6.7,0.875,True,False,False,False,True,False,False,False,True,False,False,False,False,False
55,5,8,6,16,7,3,15,2,1,5.1,2,6.6,0.526,False,False,False,False,False,False,False,True,False,False,True,False,False,True
33,12,8,4,5,2,4,19,3,5,1.2,5,7.2,0.009,True,False,False,False,False,False,True,False,False,False,True,False,False,False
30,21,8,2,4,2,4,6,5,5,6.4,3,7.6,0.179,True,True,False,True,False,False,False,True,False,True,False,True,False,True
36,27,8,4,12,5,3,6,1,3,9.7,3,5.2,0.852,True,False,False,True,False,False,False,False,False,False,False,True,True,True
46,29,8,5,15,9,5,14,5,5,8.9,4,7.5,0.567,True,True,False,False,False,False,True,True,False,True,False,False,True,True
26,1,8,4,20,5,4,6,5,1,6.9,3,5.9,0.557,True,False,False,False,False,True,False,True,False,True,False,True,True,False
32,7,7,1,8,8,2,19,4,5,5.1,5,6.0,0.534,True,False,False,True,False,False,False,False,False,True,False,True,True,False
55,8,10,5,11,8,1,8,2,3,3.2,1,4.8,0.592,True,False,False,False,False,True,False,False,True,False,False,False,True,True
45,0,6,3,9,5,4,7,4,2,3.6,5,6.9,0.219,True,False,False,False,False,False,False,False,False,False,False,False,False,False
36,12,10,4,25,8,5,4,4,4,3.5,1,4.9,0.319,False,False,False,True,False,False,False,False,True,False,True,True,True,False
59,14,9,6,12,8,4,13,2,1,9.2,5,8.2,0.904,False,False,False,False,False,False,True,False,True,False,False,False,False,True
29,31,9,2,18,5,4,15,4,3,2.1,1,7.0,0.134,True,False,True,False,False,True,False,True,False,True,False,False,False,True
26,33,10,4,15,5,1,7,5,4,3.8,1,8.5,0.154,False,True,False,False,False,False,False,True,False,False,False,True,False,True
47,30,8,2,16,4,2,10,3,5,4.3,2,5.5,0.308,False,False,False,False,False,False,False,True,False,False,True,True,False,True
39,13,7,1,15,1,2,13,1,5,4.1,2,7.2,0.155,False,False,False,True,False,False,False,True,False,True,False,True,False,True
27,13,6,3,29,9,5,6,1,2,0.0,5,8.4,0.228,False,False,False,True,False,False,False,True,False,False,True,False,True,False
58,28,11,6,13,2,3,17,4,5,2.7,3,5.7,0.245,False,False,False,False,True,False,False,False,False,False,False,True,False,True
34,18,11,5,15,1,3,7,2,4,5.0,2,4.9,0.237,False,False,False,False,True,False,False,False,False,False,True,False,True,False
49,26,8,5,23,6,3,14,5,3,7.6,1,7.0,0.505,True,False,False,True,False,False,False,False,False,False,True,False,True,True
26,8,10,3,14,5,5,6,4,2,5.7,5,6.0,0.483,False,False,False,False,True,False,False,False,False,False,False,True,True,False
34,27,11,1,11,1,4,6,5,4,3.8,3,5.6,0.138,False,False,False,False,False,False,True,True,False,False,True,True,True,True
38,23,10,1,4,7,2,11,5,3,6.7,5,8.5,0.616,False,False,False,False,False,False,True,False,False,False,False,False,False,False
53,27,7,4,10,7,2,11,1,4,6.7,1,7.5,0.521,False,False,False,False,True,False,False,False,False,True,False,False,True,False
50,17,7,1,4,3,4,16,3,5,2.5,2,6.4,0.055,True,True,False,True,False,False,False,False,True,False,True,False,True,True
24,24,10,4,23,8,2,10,3,4,1.0,2,4.7,0.393,True,False,False,False,False,False,True,True,False,True,False,False,True,True
55,34,8,2,23,6,2,3,2,2,8.0,4,5.3,0.761,True,False,False,False,False,False,False,False,False,False,False,True,False,True
48,3,8,3,10,4,3,13,3,4,5.3,4,5.7,0.387,True,True,False,True,False,False,False,False,False,False,False,True,False,True
34,13,8,2,1,10,3,6,4,1,1.8,5,6.4,0.666,False,False,True,False,False,True,False,False,False,False,True,True,True,True
54,25,11,2,18,10,1,19,1,5,2.6,5,6.5,0.832,True,False,True,False,False,True,False,True,False,False,True,True,True,True
27,7,6,2,25,10,1,19,1,4,7.7,3,4.6,1.0,True,True,False,True,False,False,False,False,False,False,False,False,False,True
45,23,6,2,25,3,2,15,5,3,6.5,2,8.3,0.179,True,False,False,False,True,False,False,False,True,False,False,False,True,False
40,15,8,5,16,1,3,19,4,5,9.5,2,6.7,0.385,True,True,False,False,False,False,True,True,False,True,False,True,False,False
37,19,10,1,18,2,1,14,4,3,4.6,4,4.6,0.393,False,True,False,False,False,False,True,False,True,True,False,True,False,False
49,14,7,3,11,2,1,16,5,2,0.5,1,7.3,0.0,True,False,False,True,False,False,False,True,False,False,True,False,False,False
54,6,9,3,19,5,3,11,5,1,7.0,1,4.8,0.546,False,True,False,False,False,False,False,False,False,False,True,False,False,True
34,16,7,6,26,4,1,14,1,4,2.5,4,7.4,0.289,True,False,True,False,True,False,False,True,False,False,True,False,True,True
46,21,7,2,22,2,4,19,4,5,3.2,5,7.3,0.0,False,False,False,False,False,False,False,True,False,False,True,True,False,False
57,21,9,3,24,9,4,18,3,4,2.0,2,8.4,0.207,False,False,False,True,False,False,False,True,False,False,True,True,True,False
48,11,8,4,27,7,3,14,3,4,3.1,2,5.9,0.303,True,False,False,True,False,False,False,False,True,False,True,False,True,False
59,17,7,3,4,8,3,12,1,5,8.3,2,5.1,0.724,True,False,False,False,False,False,False,True,False,False,True,True,True,False
28,14,9,2,11,8,1,4,3,1,5.8,1,4.9,0.774,True,False,False,False,False,True,False,False,False,False,True,False,False,True
26,15,11,3,15,2,2,5,3,1,1.1,5,4.8,0.566,True,True,False,True,False,False,False,True,False,True,False,True,False,True
